alumno,carrera,sexo,calidad
628,Tecnicatura Superior en Gestión Ambiental,F,A
629,Licenciatura en Kinesiología y Fisiatría,F,A
630,Licenciatura en Kinesiología y Fisiatría,F,A
631,Licenciatura en Kinesiología y Fisiatría,F,A
632,Licenciatura en Kinesiología y Fisiatría,M,P
633,Licenciatura en Kinesiología y Fisiatría,F,P
634,Licenciatura en Kinesiología y Fisiatría,F,P
635,Licenciatura en Kinesiología y Fisiatría,F,A
636,Licenciatura en Kinesiología y Fisiatría,F,A
637,Licenciatura en Kinesiología y Fisiatría,F,A
638,Licenciatura en Kinesiología y Fisiatría,F,P
639,Licenciatura en Kinesiología y Fisiatría,F,P
640,Licenciatura en Kinesiología y Fisiatría,F,P
641,Licenciatura en Kinesiología y Fisiatría,F,A
642,Licenciatura en Kinesiología y Fisiatría,F,A
643,Tecnicatura Universitaria en Agroalimentos,M,A
644,Tecnicatura Superior en Gestión Ambiental,M,P
645,Analista en Sistemas de Información,M,P
646,Analista en Sistemas de Información,M,A
647,Tecnicatura Superior en Gestión Ambiental,M,A
648,Licenciatura en Kinesiología y Fisiatría,F,A
649,Licenciatura en Enfermería,F,P
650,Licenciatura en Enfermería,F,A
651,Licenciatura en Enfermería,F,P
652,Analista en Sistemas de Información,M,A
653,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
654,Analista en Sistemas de Información,M,A
655,Analista en Sistemas de Información,M,A
656,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
657,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
658,Analista en Sistemas de Información,M,A
659,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
660,Programador Universitario de Sistemas,M,P
661,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
662,Programador Universitario de Sistemas,M,A
663,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
664,Programador Universitario de Sistemas,M,A
665,Programador Universitario de Sistemas,F,P
666,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
667,Tecnicatura Universitaria en Logística,F,A
668,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
669,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
670,Tecnicatura Universitaria en Logística,M,A
671,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
672,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
673,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
674,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
675,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
676,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
678,Licenciatura en Economía,F,P
679,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
680,Licenciatura en Economía,M,A
681,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
683,Licenciatura en Enfermería,F,A
684,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
685,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
686,Licenciatura en Enfermería,F,A
687,Licenciatura en Enfermería,F,A
688,Licenciatura en Enfermería,F,A
689,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
690,Licenciatura en Enfermería,F,A
691,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
692,Licenciatura en Obstetricia,F,A
693,Licenciatura en Obstetricia,F,P
694,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
695,Licenciatura en Obstetricia,F,P
696,Licenciatura en Enfermería,F,A
697,Licenciatura en Enfermería,F,A
698,Licenciatura en Obstetricia,F,P
699,Licenciatura en Enfermería,M,A
700,Licenciatura en Obstetricia,F,A
701,Licenciatura en Enfermería,F,P
702,Licenciatura en Obstetricia,F,A
703,Licenciatura en Kinesiología y Fisiatría,F,P
704,Licenciatura en Obstetricia,F,P
705,Licenciatura en Kinesiología y Fisiatría,F,A
706,Licenciatura en Obstetricia,F,A
707,Licenciatura en Kinesiología y Fisiatría,F,P
708,Licenciatura en Obstetricia,F,P
709,Licenciatura en Obstetricia,F,A
710,Licenciatura en Obstetricia,F,A
711,Licenciatura en Obstetricia,F,A
712,Licenciatura en Obstetricia,F,A
713,Licenciatura en Kinesiología y Fisiatría,M,P
714,Licenciatura en Obstetricia,F,A
715,Licenciatura en Kinesiología y Fisiatría,F,P
716,Licenciatura en Obstetricia,F,A
717,Licenciatura en Kinesiología y Fisiatría,M,A
718,Licenciatura en Kinesiología y Fisiatría,F,A
719,Licenciatura en Obstetricia,F,P
720,Licenciatura en Obstetricia,F,A
721,Licenciatura en Kinesiología y Fisiatría,F,P
723,Licenciatura en Obstetricia,F,P
724,Licenciatura en Obstetricia,F,A
725,Licenciatura en Kinesiología y Fisiatría,F,P
726,Licenciatura en Obstetricia,F,P
728,Licenciatura en Obstetricia,F,A
729,Licenciatura en Obstetricia,F,A
730,Licenciatura en Obstetricia,F,A
731,Licenciatura en Obstetricia,F,A
732,Licenciatura en Obstetricia,F,A
733,Licenciatura en Obstetricia,F,A
734,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
735,Licenciatura en Kinesiología y Fisiatría,F,P
736,Licenciatura en Kinesiología y Fisiatría,F,A
737,Licenciatura en Kinesiología y Fisiatría,M,A
738,Licenciatura en Kinesiología y Fisiatría,F,A
739,Licenciatura en Kinesiología y Fisiatría,F,P
740,Licenciatura en Kinesiología y Fisiatría,F,P
741,Licenciatura en Kinesiología y Fisiatría,M,A
742,Licenciatura en Kinesiología y Fisiatría,F,P
743,Licenciatura en Enfermería,F,P
744,Licenciatura en Enfermería,F,A
745,Licenciatura en Enfermería,F,P
746,Licenciatura en Enfermería,F,P
747,Licenciatura en Kinesiología y Fisiatría,F,A
748,Programador Universitario de Sistemas,M,A
749,Licenciatura en Kinesiología y Fisiatría,F,A
750,Programador Universitario de Sistemas,M,P
751,Licenciatura en Kinesiología y Fisiatría,M,P
752,Analista en Sistemas de Información,M,P
753,Licenciatura en Kinesiología y Fisiatría,M,P
754,Tecnicatura Superior en Gestión Ambiental,F,A
755,Tecnicatura Superior en Gestión Ambiental,M,P
756,Licenciatura en Kinesiología y Fisiatría,F,A
757,Bioingeniería,F,P
758,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
759,Licenciatura en Kinesiología y Fisiatría,F,P
760,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
761,Licenciatura en Kinesiología y Fisiatría,F,A
762,Licenciatura en Obstetricia,F,A
763,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
764,Licenciatura en Obstetricia,F,P
765,Licenciatura en Kinesiología y Fisiatría,F,A
766,Licenciatura en Obstetricia,F,A
767,Licenciatura en Obstetricia,F,A
768,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
769,Licenciatura en Kinesiología y Fisiatría,F,P
770,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
771,Licenciatura en Obstetricia,F,P
772,Licenciatura en Kinesiología y Fisiatría,F,P
773,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
774,Licenciatura en Kinesiología y Fisiatría,M,P
775,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
776,Licenciatura en Kinesiología y Fisiatría,M,P
777,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
778,Licenciatura en Kinesiología y Fisiatría,F,A
779,Analista en Sistemas de Información,M,A
780,Analista en Sistemas de Información,F,P
781,Licenciatura en Kinesiología y Fisiatría,M,P
782,Tecnicatura Superior en Gestión Ambiental,F,A
783,Tecnicatura Superior en Gestión Ambiental,M,A
784,Tecnicatura Universitaria en Agroalimentos,F,A
785,Tecnicatura Superior en Gestión Ambiental,F,P
786,Tecnicatura Superior en Gestión Ambiental,F,A
787,Licenciatura en Enfermería,M,P
788,Licenciatura en Enfermería,M,A
789,Licenciatura en Kinesiología y Fisiatría,F,A
790,Licenciatura en Enfermería,F,P
791,Licenciatura en Enfermería,F,A
792,Licenciatura en Kinesiología y Fisiatría,M,A
793,Licenciatura en Enfermería,F,A
794,Licenciatura en Kinesiología y Fisiatría,F,A
795,Licenciatura en Obstetricia,F,A
796,Licenciatura en Obstetricia,F,A
797,Licenciatura en Kinesiología y Fisiatría,M,P
798,Licenciatura en Obstetricia,F,A
799,Licenciatura en Obstetricia,F,A
800,Licenciatura en Kinesiología y Fisiatría,F,A
801,Licenciatura en Obstetricia,F,P
802,Licenciatura en Kinesiología y Fisiatría,M,A
804,Licenciatura en Obstetricia,F,A
805,Licenciatura en Kinesiología y Fisiatría,M,A
806,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
807,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
808,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
809,Licenciatura en Kinesiología y Fisiatría,M,A
810,Licenciatura en Obstetricia,F,A
811,Licenciatura en Kinesiología y Fisiatría,F,P
812,Licenciatura en Obstetricia,F,A
813,Licenciatura en Obstetricia,F,A
814,Analista en Sistemas de Información,M,P
815,Analista en Sistemas de Información,M,A
816,Licenciatura en Obstetricia,F,A
818,Analista en Sistemas de Información,M,A
819,Licenciatura en Obstetricia,F,A
820,Analista en Sistemas de Información,M,A
821,Licenciatura en Enfermería,F,A
822,Licenciatura en Obstetricia,F,A
823,Licenciatura en Economía,F,A
824,Ingeniería en Agroindustria,F,A
825,Programador Universitario de Sistemas,F,A
826,Licenciatura en Enfermería,F,P
827,Licenciatura en Kinesiología y Fisiatría,F,P
828,Licenciatura en Kinesiología y Fisiatría,F,A
829,Licenciatura en Kinesiología y Fisiatría,F,A
830,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
831,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
832,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
833,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
834,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
836,Programador Universitario de Sistemas,M,A
837,Programador Universitario de Sistemas,M,P
838,Tecnicatura Superior en Gestión Ambiental,F,A
839,Tecnicatura Superior en Gestión Ambiental,F,P
840,Tecnicatura Superior en Gestión Ambiental,F,A
841,Analista en Sistemas de Información,M,A
842,Analista en Sistemas de Información,M,A
843,Analista en Sistemas de Información,M,A
845,Tecnicatura Universitaria en Agroalimentos,F,P
846,Tecnicatura Universitaria en Logística,M,P
847,Tecnicatura Universitaria en Logística,F,A
848,Tecnicatura Universitaria en Logística,M,A
849,Tecnicatura Universitaria en Logística,M,A
850,Tecnicatura Universitaria en Logística,M,A
851,Tecnicatura Universitaria en Logística,M,P
852,Bioingeniería,F,A
854,Programador Universitario de Sistemas,F,A
855,Bioingeniería,F,P
856,Licenciatura en Kinesiología y Fisiatría,M,P
857,Licenciatura en Kinesiología y Fisiatría,F,A
858,Licenciatura en Kinesiología y Fisiatría,F,P
859,Licenciatura en Kinesiología y Fisiatría,F,A
860,Licenciatura en Kinesiología y Fisiatría,F,A
861,Licenciatura en Kinesiología y Fisiatría,F,P
862,Licenciatura en Kinesiología y Fisiatría,F,P
863,Licenciatura en Kinesiología y Fisiatría,F,A
864,Licenciatura en Kinesiología y Fisiatría,M,P
865,Licenciatura en Kinesiología y Fisiatría,M,A
866,Licenciatura en Kinesiología y Fisiatría,F,A
867,Licenciatura en Kinesiología y Fisiatría,F,P
868,Licenciatura en Kinesiología y Fisiatría,F,A
869,Licenciatura en Kinesiología y Fisiatría,F,A
870,Licenciatura en Kinesiología y Fisiatría,F,A
872,Licenciatura en Kinesiología y Fisiatría,F,A
873,Licenciatura en Kinesiología y Fisiatría,F,A
874,Licenciatura en Kinesiología y Fisiatría,F,P
875,Licenciatura en Kinesiología y Fisiatría,F,A
876,Licenciatura en Kinesiología y Fisiatría,F,P
877,Licenciatura en Enfermería,M,P
878,Licenciatura en Obstetricia,F,A
879,Licenciatura en Kinesiología y Fisiatría,F,A
880,Licenciatura en Enfermería,F,A
881,Licenciatura en Kinesiología y Fisiatría,F,P
882,Licenciatura en Obstetricia,F,A
883,Licenciatura en Enfermería,M,P
884,Licenciatura en Kinesiología y Fisiatría,F,A
886,Tecnicatura Universitaria en Logística,F,A
887,Licenciatura en Kinesiología y Fisiatría,F,A
888,Licenciatura en Kinesiología y Fisiatría,F,A
889,Licenciatura en Obstetricia,F,A
890,Licenciatura en Kinesiología y Fisiatría,F,A
891,Licenciatura en Enfermería,F,P
892,Licenciatura en Enfermería,F,A
894,Licenciatura en Enfermería,F,A
895,Licenciatura en Enfermería,F,A
896,Licenciatura en Enfermería,M,P
897,Tecnicatura Superior en Gestión Ambiental,M,A
898,Tecnicatura Universitaria en Logística,M,P
899,Tecnicatura Universitaria en Logística,M,A
900,Tecnicatura Universitaria en Logística,M,A
901,Tecnicatura Universitaria en Logística,M,P
902,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
904,Analista en Sistemas de Información,M,A
905,Licenciatura en Kinesiología y Fisiatría,F,P
906,Licenciatura en Obstetricia,F,A
907,Bioingeniería,M,A
908,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
909,Programador Universitario de Sistemas,M,A
910,Tecnicatura Universitaria en Logística,F,A
911,Tecnicatura Superior en Gestión Ambiental,M,P
912,Analista en Sistemas de Información,M,P
913,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
914,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
915,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
916,Licenciatura en Kinesiología y Fisiatría,F,P
917,Licenciatura en Kinesiología y Fisiatría,F,A
918,Licenciatura en Kinesiología y Fisiatría,M,A
919,Licenciatura en Kinesiología y Fisiatría,F,A
920,Licenciatura en Kinesiología y Fisiatría,F,A
921,Licenciatura en Kinesiología y Fisiatría,F,P
922,Licenciatura en Kinesiología y Fisiatría,F,A
923,Licenciatura en Kinesiología y Fisiatría,F,P
924,Licenciatura en Kinesiología y Fisiatría,F,P
925,Licenciatura en Kinesiología y Fisiatría,F,P
926,Analista en Sistemas de Información,F,P
927,Licenciatura en Kinesiología y Fisiatría,F,A
928,Licenciatura en Kinesiología y Fisiatría,M,A
929,Licenciatura en Kinesiología y Fisiatría,F,P
930,Analista en Sistemas de Información,M,A
931,Licenciatura en Enfermería,F,P
932,Licenciatura en Obstetricia,F,P
933,Licenciatura en Kinesiología y Fisiatría,F,P
934,Licenciatura en Obstetricia,F,A
935,Licenciatura en Enfermería,F,A
936,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
937,Ingeniería en Agroindustria,F,P
938,Licenciatura en Obstetricia,F,A
939,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
940,Licenciatura en Obstetricia,M,P
941,Licenciatura en Obstetricia,F,A
942,Licenciatura en Enfermería,F,A
943,Licenciatura en Obstetricia,F,A
944,Licenciatura en Obstetricia,F,A
945,Bioingeniería,F,A
946,Licenciatura en Obstetricia,M,A
947,Licenciatura en Obstetricia,F,P
948,Licenciatura en Enfermería,F,A
949,Analista en Sistemas de Información,M,A
950,Licenciatura en Obstetricia,F,A
951,Licenciatura en Obstetricia,F,A
952,Licenciatura en Obstetricia,M,A
953,Licenciatura en Enfermería,F,A
954,Licenciatura en Enfermería,F,A
955,Analista en Sistemas de Información,F,P
956,Licenciatura en Enfermería,F,A
957,Programador Universitario de Sistemas,M,A
958,Licenciatura en Economía,F,P
960,Tecnicatura Universitaria en Logística,M,A
961,Tecnicatura Universitaria en Logística,M,P
962,Licenciatura en Enfermería,F,P
963,Tecnicatura Superior en Gestión Ambiental,M,P
964,Tecnicatura Universitaria en Logística,M,A
965,Ingeniería en Agroindustria,M,P
966,Licenciatura en Economía,F,P
967,Tecnicatura Universitaria en Diseño de Comunicación,M,A
968,Bioingeniería,F,P
969,Licenciatura en Kinesiología y Fisiatría,F,P
970,Licenciatura en Obstetricia,F,A
971,Licenciatura en Kinesiología y Fisiatría,M,A
972,Licenciatura en Kinesiología y Fisiatría,M,A
973,Licenciatura en Obstetricia,F,A
974,Tecnicatura Universitaria en Logística,M,P
975,Ciclo Complementario para la Licenciatura en Actividad Física,M,A
976,Licenciatura en Economía,F,A
977,Analista en Sistemas de Información,M,A
978,Tecnicatura Universitaria en Logística,F,P
979,Tecnicatura Superior en Gestión Ambiental,F,A
980,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
981,Licenciatura en Kinesiología y Fisiatría,M,P
982,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
983,Licenciatura en Kinesiología y Fisiatría,M,P
984,Tecnicatura Universitaria en Logística,F,P
985,Tecnicatura Superior en Gestión Ambiental,F,A
986,Licenciatura en Obstetricia,F,P
987,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
988,Licenciatura en Kinesiología y Fisiatría,F,A
989,Tecnicatura Universitaria en Logística,M,P
990,Ciclo Complementario para la Licenciatura en Actividad Física,F,A
991,Licenciatura en Kinesiología y Fisiatría,F,A
992,Tecnicatura Universitaria en Logística,M,A
993,Ciclo Complementario para la Licenciatura en Actividad Física,F,P
994,Ciclo Complementario para la Licenciatura en Actividad Física,M,P
